entry,patch,KillCredit1,KillCredit2,modelid_1,modelid_2,modelid_3,modelid_4,name,subname,gossip_menu_id,minlevel,maxlevel,minhealth,maxhealth,minmana,maxmana,armor,faction_A,faction_H,npcflag,speed_walk,speed_run,scale,rank,mindmg,maxdmg,dmgschool,attackpower,dmg_multiplier,baseattacktime,rangeattacktime,unit_class,unit_flags,dynamicflags,family,trainer_type,trainer_spell,trainer_class,trainer_race,minrangedmg,maxrangedmg,rangedattackpower,type,type_flags,lootid,pickpocketloot,skinloot,resistance1,resistance2,resistance3,resistance4,resistance5,resistance6,spell1,spell2,spell3,spell4,PetSpellDataId,mingold,maxgold,AIName,MovementType,InhabitType,Civilian,RacialLeader,RegenHealth,equipment_id,trainer_id,vendor_id,MechanicImmuneMask,SchoolImmuneMask,flags_extra,ScriptName
14311,0,0,0,11686,0,0,0,Bronze Drakonid Spawner,NULL,0,1,1,8,8,0,0,7,35,35,0,1.0,1.14286,1.0,0,2.0,2.0,0,44,1.0,2000,2000,1,0,0,0,0,0,0,0,1.0,1.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,0,0,0,0,0,0,
14312,0,0,0,11686,0,0,0,Blue Drakonid Spawner,NULL,0,1,1,42,42,0,0,7,35,35,0,1.0,1.14286,1.0,0,2.0,2.0,0,44,1.0,2000,2000,1,0,0,0,0,0,0,0,1.0,1.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,0,0,0,0,0,0,
14422,0,0,0,11686,0,0,0,BRD Trigger,NULL,0,1,1,5000,5000,0,0,7,35,35,0,1.2,1.14286,1.0,0,2.0,2.0,0,44,1.0,2000,2000,1,0,0,0,0,0,0,0,1.0,1.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,0,0,0,0,0,0,
14443,0,0,0,11686,0,0,0,Doomguard Tap Trigger,NULL,0,1,1,42,42,0,0,7,35,35,0,1.0,1.14286,1.0,0,2.0,2.0,0,44,1.0,2000,2000,1,33555200,0,0,0,0,0,0,1.0,1.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,0,0,0,0,0,2,
14493,0,0,0,14537,14539,0,0,Priest Epic Event Caller,NULL,0,1,1,5000,5000,0,0,7,35,35,0,1.2,1.14286,1.0,0,2.0,2.0,0,44,1.0,2000,2000,1,0,0,0,0,0,0,0,1.0,1.0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,0,0,0,0,0,2,
14501,0,0,0,10905,0,0,0,"Warlock Mount Ritual Mob Type 3, Infernal (DND)",NULL,0,1,1,5000,5000,0,0,7,35,35,0,1.2,1.14286,1.0,0,2.0,2.0,0,44,1.0,2000,2000,1,0,0,0,0,0,0,0,1.0,1.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,0,0,0,0,0,0,
14554,0,0,0,14581,0,0,0,Swift Stripped Mechanostrider,NULL,0,1,1,5000,5000,0,0,7,35,35,0,1.2,1.14286,1.0,0,2.0,2.0,0,44,1.0,2000,2000,1,0,0,0,0,0,0,0,1.0,1.0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,0,0,0,8405008,0,2,
14562,0,0,0,14373,0,0,0,Swift Blue Mechanostrider,NULL,0,1,1,5000,5000,0,0,7,35,35,0,1.2,1.14286,1.0,0,2.0,2.0,0,44,1.0,2000,2000,1,0,0,0,0,0,0,0,1.0,1.0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,0,0,0,8405008,0,2,
14563,0,0,0,14375,0,0,0,Swift Red Mechanostrider,NULL,0,1,1,5000,5000,0,0,7,35,35,0,1.2,1.14286,1.0,0,2.0,2.0,0,44,1.0,2000,2000,1,0,0,0,0,0,0,0,1.0,1.0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,0,0,0,8405008,0,2,
14606,0,0,0,11686,0,0,0,Drakonid Corpse Trigger,NULL,0,1,1,5000,5000,0,0,7,35,35,0,1.2,1.14286,1.0,0,2.0,2.0,0,44,1.0,2000,2000,1,0,0,0,0,0,0,0,1.0,1.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,0,0,0,0,0,0,
14623,0,0,0,10186,0,0,0,Warsong Gulch Battlemaster,NULL,0,1,1,8,8,0,0,7,35,35,0,1.0,1.14286,1.0,0,2.0,2.0,0,44,1.0,2000,2000,1,0,0,0,0,0,0,0,1.0,1.0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,0,0,0,0,0,0,
14629,0,0,0,14657,0,0,0,Loggerhead Snapjaw,NULL,0,1,1,5000,5000,0,0,7,35,35,0,1.0,1.14286,1.0,0,2.0,2.0,0,44,1.0,2000,2000,1,0,0,0,0,0,0,0,1.0,1.0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,0,0,0,0,0,2,
14630,0,0,0,14658,0,0,0,Leatherback Snapjaw,NULL,0,1,1,5000,5000,0,0,7,35,35,0,1.0,1.14286,1.0,0,2.0,2.0,0,44,1.0,2000,2000,1,0,0,0,0,0,0,0,1.0,1.0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,0,0,0,0,0,2,
14631,0,0,0,14659,0,0,0,Olive Snapjaw,NULL,0,1,1,5000,5000,0,0,7,35,35,0,1.0,1.14286,1.0,0,2.0,2.0,0,44,1.0,2000,2000,1,0,0,0,0,0,0,0,1.0,1.0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,0,0,0,0,0,2,
14632,0,0,0,14660,0,0,0,Hawksbill Snapjaw,NULL,0,1,1,5000,5000,0,0,7,35,35,0,1.0,1.14286,1.0,0,2.0,2.0,0,44,1.0,2000,2000,1,0,0,0,0,0,0,0,1.0,1.0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,0,0,0,0,0,2,
14633,0,0,0,14661,0,0,0,Albino Snapjaw,NULL,0,1,1,5000,5000,0,0,7,35,35,0,1.0,1.14286,1.0,0,2.0,2.0,0,44,1.0,2000,2000,1,0,0,0,0,0,0,0,1.0,1.0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,0,0,0,0,0,2,
14635,0,0,0,7929,7930,0,0,Sleepy Dark Iron Worker,NULL,0,1,1,5000,5000,0,0,7,35,35,0,1.2,1.14286,1.0,0,2.0,2.0,0,44,1.0,2000,2000,1,0,0,0,0,0,0,0,1.0,1.0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,0,0,0,0,0,0,
14636,0,0,0,14663,0,0,0,Chambermaid Pillaclencher,NULL,0,1,1,5000,5000,0,0,7,35,35,0,1.2,1.14286,1.0,1,2.0,2.0,0,44,7.0,2000,2000,1,0,0,0,0,0,0,0,1.0,1.0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EventAI,0,3,0,0,1,0,0,0,0,0,0,
14681,0,0,0,26,487,0,0,Transporter Malfunction,NULL,0,1,1,8,8,0,0,7,35,35,0,1.2,1.14286,1.0,0,2.0,2.0,0,44,1.0,2000,2000,1,0,0,0,0,0,0,0,1.0,1.0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NullAI,0,3,0,0,1,0,0,0,0,0,2,
14682,0,0,0,1061,0,0,0,Sever,,0,21,21,4689,4689,0,0,872,974,974,0,1.0,1.14286,1.0,1,31.0,40.0,0,94,7.0,2000,2000,1,1,0,0,0,0,0,0,21.0,30.0,4,6,8,14682,0,0,0,0,0,0,0,0,17745,16508,0,0,0,0,0,EventAI,0,3,0,0,1,0,0,0,8388688,0,0,
14686,0,0,0,10698,0,0,0,Lady Falther'ess,,0,37,37,8744,8744,4568,4568,1568,14,14,0,1.15,1.14286,1.0,1,51.0,68.0,0,144,7.0,2000,2000,1,1,0,0,0,0,0,0,35.0,52.0,12,6,8,14686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,0,0,0,8405008,0,0,boss_lady_faltheress
14690,0,0,0,14695,0,0,0,Revanchion,,0,60,60,24420,24420,4868,4868,3750,974,974,0,1.0,1.14286,1.0,1,104.0,138.0,0,272,7.0,2000,2000,1,1,0,0,0,0,0,0,72.0,106.0,26,6,8,14690,0,0,0,171,171,171,171,171,29849,0,0,0,0,0,0,EventAI,0,3,0,0,1,0,0,0,8388624,0,0,
14693,0,0,0,16197,0,0,0,Scorn,,0,34,34,8810,8810,4938,4938,1000,974,974,0,1.0,1.14286,1.0,1,104.0,138.0,0,134,1.0,2000,2000,1,1,0,0,0,0,0,0,72.0,106.0,26,6,8,14693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,0,0,0,8390928,0,0,boss_scorn
14879,0,0,0,10186,0,0,0,Arathi Basin Battlemaster,NULL,0,1,1,8,8,0,0,7,35,35,0,1.0,1.14286,1.0,0,2.0,2.0,0,44,1.0,2000,2000,1,0,0,0,0,0,0,0,1.0,1.0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,0,0,0,0,0,0,
15110,0,0,0,15263,15264,0,0,Gurubashi Prisoner,NULL,0,60,60,3052,3052,0,0,3750,35,35,0,1.2,1.14286,1.0,0,104.0,138.0,0,272,1.0,2000,2000,1,0,0,0,0,0,0,0,72.0,106.0,26,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,0,0,0,0,0,0,
15139,0,0,0,11686,0,0,0,Gahz'ranka Herald,NULL,0,1,1,5000,5000,0,0,7,35,35,0,1.2,1.14286,1.0,0,2.0,2.0,0,44,1.0,2000,2000,1,0,0,0,0,0,0,0,1.0,1.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,0,0,0,0,0,2,
15216,0,0,0,15331,0,0,0,Male Ghost,NULL,0,1,1,5000,5000,0,0,7,35,35,0,1.2,1.14286,1.0,0,2.0,2.0,0,44,1.0,2000,2000,1,0,0,0,0,0,0,0,1.0,1.0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,0,0,0,0,0,0,
15217,0,0,0,15332,0,0,0,Female Ghost,NULL,0,1,1,5000,5000,0,0,7,35,35,0,1.2,1.14286,1.0,0,2.0,2.0,0,44,1.0,2000,2000,1,0,0,0,0,0,0,0,1.0,1.0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,0,0,0,0,0,0,
15313,0,0,0,15374,0,0,0,Moonkin (Druid - Night Elf),NULL,0,1,1,5000,5000,0,0,7,35,35,0,1.2,1.14286,1.0,0,2.0,2.0,0,44,1.0,2000,2000,1,0,0,0,0,0,0,0,1.0,1.0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,0,0,0,0,0,0,
15314,0,0,0,15375,0,0,0,Moonkin (Druid - Tauren),NULL,0,1,1,5000,5000,0,0,7,35,35,0,1.2,1.14286,1.0,0,2.0,2.0,0,44,1.0,2000,2000,1,0,0,0,0,0,0,0,1.0,1.0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,0,0,0,0,0,0,
15328,0,0,0,15381,0,0,0,Darkmoon Steam Tonk,,0,1,1,100,100,100,100,7,35,35,0,1.0,1.14286,1.0,0,2.0,2.0,0,44,1.0,2000,2000,1,0,0,0,0,0,0,0,1.0,1.0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,0,0,0,8405008,0,64,npc_steam_tonk
15349,0,0,0,4,0,0,0,RC Blimp <PH>,NULL,0,1,1,5000,5000,0,0,7,35,35,0,1.2,1.14286,1.0,0,2.0,2.0,0,44,1.0,2000,2000,1,0,0,0,0,0,0,0,1.0,1.0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,0,0,0,8405008,0,0,
15364,0,0,0,15382,0,0,0,RC Mortar Tank <PH>,NULL,0,1,1,5000,5000,0,0,7,35,35,0,1.2,1.14286,1.0,0,2.0,2.0,0,44,1.0,2000,2000,1,0,0,0,0,0,0,0,1.0,1.0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,0,0,0,8405008,0,0,
15373,0,0,0,3494,7113,0,0,Halloween Pirate Captain,NULL,0,1,1,5000,5000,0,0,7,35,35,0,1.2,1.14286,1.0,0,2.0,2.0,0,44,1.0,2000,2000,1,0,0,0,0,0,0,0,1.0,1.0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,0,0,0,0,0,0,
15374,0,0,0,3494,0,0,0,Halloween Undead Pirate,NULL,0,1,1,5000,5000,0,0,7,35,35,0,1.2,1.14286,1.0,0,2.0,2.0,0,44,1.0,2000,2000,1,0,0,0,0,0,0,0,1.0,1.0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,0,0,0,8388624,0,0,
15375,0,0,0,6948,6956,0,0,Halloween Pirate Female,NULL,0,1,1,5000,5000,0,0,7,35,35,0,1.2,1.14286,1.0,0,2.0,2.0,0,44,1.0,2000,2000,1,0,0,0,0,0,0,0,1.0,1.0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,0,0,0,0,0,0,
15376,0,0,0,10478,10479,0,0,Halloween Male Ghost,NULL,0,1,1,5000,5000,0,0,7,35,35,0,1.2,1.14286,1.0,1,2.0,2.0,0,44,7.0,2000,2000,1,0,0,0,0,0,0,0,1.0,1.0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,0,0,0,8405008,0,0,
15377,0,0,0,10481,10480,0,0,Halloween Female Ghost,NULL,0,1,1,5000,5000,0,0,7,35,35,0,1.2,1.14286,1.0,1,2.0,2.0,0,44,7.0,2000,2000,1,0,0,0,0,0,0,0,1.0,1.0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,0,0,0,8388624,0,0,
15394,0,0,0,15416,0,0,0,Hero of the Horde,NULL,0,1,1,5000,5000,0,0,7,35,35,0,1.2,1.14286,1.0,0,2.0,2.0,0,44,1.0,2000,2000,1,0,0,0,0,0,0,0,1.0,1.0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,0,0,0,0,0,2,
15410,0,0,0,15500,0,0,0,Anachronos Dragon Form,NULL,0,1,1,5000,5000,0,0,7,35,35,0,1.2,1.14286,0.0,3,2.0,2.0,0,44,35.0,2000,2000,1,0,0,0,0,0,0,0,1.0,1.0,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,4,0,0,1,0,0,0,617299803,0,3,
15411,0,0,0,15413,0,0,0,Arygos Dragon Form,NULL,0,1,1,5000,5000,0,0,7,35,35,0,1.2,1.14286,0.0,3,2.0,2.0,0,44,35.0,2000,2000,1,0,0,0,0,0,0,0,1.0,1.0,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,0,0,0,617299803,0,1,
15412,0,0,0,15414,0,0,0,Caelestrasz Dragon Form,,0,1,1,5000,5000,0,0,7,35,35,0,1.2,1.14286,0.0,3,2.0,2.0,0,44,35.0,2000,2000,1,0,0,0,0,0,0,0,1.0,1.0,0,2,12,0,0,15412,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,0,0,0,617299803,0,1,
15413,0,0,0,15412,0,0,0,Merithra Dragon Form,NULL,0,1,1,5000,5000,0,0,7,35,35,0,1.2,1.14286,0.0,3,2.0,2.0,0,44,35.0,2000,2000,1,0,0,0,0,0,0,0,1.0,1.0,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,0,0,0,617299803,0,1,
15425,0,0,0,169,0,0,0,Debug Point,NULL,0,1,1,5000,5000,0,0,7,35,35,0,1.2,1.14286,1.0,0,2.0,2.0,0,44,1.0,2000,2000,1,0,0,0,0,0,0,0,1.0,1.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,0,0,0,0,0,0,
15426,0,0,0,15294,0,0,0,Ahn'Qiraj Trigger,NULL,0,60,60,4120,4120,0,0,3750,114,114,0,1.0,1.14286,1.0,0,104.0,138.0,0,272,1.0,2000,2000,1,33555200,0,0,0,0,0,0,72.0,106.0,26,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,0,0,0,0,0,0,
15427,0,0,0,11686,0,0,0,Merithra's Wake,NULL,0,1,1,5000,5000,0,0,7,35,35,0,1.2,1.14286,0.0,3,2.0,2.0,0,44,35.0,2000,2000,1,0,0,0,0,0,0,0,1.0,1.0,0,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,0,0,0,617299803,0,1,
15436,0,0,0,15446,0,0,0,Mortar Sergeant Stouthammer,NULL,0,1,1,5000,5000,0,0,7,35,35,0,1.2,1.14286,1.0,0,2.0,2.0,0,44,1.0,2000,2000,1,0,0,0,0,0,0,0,1.0,1.0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,0,0,0,0,0,0,
15507,0,0,0,15655,0,0,0,Buru the Gorger Transform Visual,NULL,0,1,1,5000,5000,0,0,7,35,35,0,1.2,1.14286,0.0,3,2.0,2.0,0,44,35.0,2000,2000,1,0,0,0,0,0,0,0,1.0,1.0,0,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,0,0,0,0,0,0,
15590,0,0,0,14501,0,0,0,Ossirian Crystal Trigger,NULL,0,60,60,4120,4120,0,0,3750,114,114,0,1.0,1.14286,1.0,0,104.0,138.0,0,272,1.0,2000,2000,1,33555200,0,0,0,0,0,0,72.0,106.0,26,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,0,0,0,0,0,0,
15660,0,0,0,6984,0,0,0,Eranikus Transformed,NULL,0,1,1,5000,5000,0,0,7,35,35,0,1.2,1.14286,0.0,0,2.0,2.0,0,44,1.0,2000,2000,1,0,0,0,0,0,0,0,1.0,1.0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,0,0,0,0,0,2,
15695,0,0,0,11686,0,0,0,Vek Twins Trigger,NULL,0,60,60,4120,4120,0,0,3750,114,114,0,1.0,1.14286,1.0,0,104.0,138.0,0,272,1.0,2000,2000,1,33555200,0,0,0,0,0,0,72.0,106.0,26,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,0,0,0,0,0,0,
15705,0,0,0,15663,0,0,0,Winter's Little Helper,NULL,0,1,1,5000,5000,0,0,7,35,35,0,1.0,1.14286,1.0,0,2.0,2.0,0,44,1.0,2000,2000,1,0,0,0,0,0,0,0,1.0,1.0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,0,0,0,0,0,2,
15710,0,0,0,15671,0,0,0,Tiny Snowman,NULL,0,1,1,5000,5000,0,0,7,35,35,0,1.0,1.14286,1.0,0,2.0,2.0,0,44,1.0,2000,2000,1,0,0,0,0,0,0,0,1.0,1.0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,0,0,0,0,0,2,
15711,0,0,0,15677,0,0,0,Black Qiraji Battle Tank,NULL,0,1,1,64,64,53,53,7,35,35,0,1.0,1.14286,0.0,0,2.0,2.0,0,44,1.0,2000,2200,1,0,0,0,0,0,0,0,1.0,1.0,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,0,0,0,0,0,2,
15717,0,0,0,11686,0,0,0,Ouro Trigger,NULL,0,1,1,5000,5000,0,0,7,35,35,0,1.2,1.14286,1.0,0,2.0,2.0,0,44,1.0,2000,2000,1,33554432,0,0,0,0,0,0,1.0,1.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,0,0,0,0,0,0,
15721,0,0,0,15684,0,0,0,Mechanical Greench,NULL,0,1,1,5000,5000,0,0,7,35,35,0,1.2,1.14286,1.0,0,2.0,2.0,0,44,1.0,2000,2000,1,0,0,0,0,0,0,0,1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,0,0,0,0,0,0,
15745,0,0,0,15698,0,0,0,Greatfather Winter's Helper,NULL,0,30,30,3500,3500,0,0,1179,57,57,0,1.125,1.14286,1.0,0,42.0,56.0,0,122,1.0,1400,1900,1,0,0,0,0,0,0,0,29.0,42.0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,3,0,0,1,0,0,0,0,0,2,
15746,0,0,0,15698,0,0,0,Great-father Winter's Helper,NULL,0,1,1,5000,5000,0,0,7,35,35,0,1.2,1.14286,1.0,0,2.0,2.0,0,44,1.0,2000,2000,1,0,0,0,0,0,0,0,1.0,1.0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,0,0,0,0,0,2,
15754,0,0,0,15706,0,0,0,Greater Anubisath Warbringer,,0,58,59,38810,40000,0,0,3489,370,370,0,1.0,1.14286,0.0,1,745.0,799.0,0,268,1.0,1500,2000,0,1,0,0,0,0,0,0,0.0,0.0,1650,10,8,15754,0,0,0,0,0,0,0,0,8255,16145,8078,0,0,9024,9524,,1,3,0,0,1,0,0,0,646658005,0,0,generic_spell_ai
15772,0,0,0,15732,0,0,0,Christmas Darkmaster Gandling,NULL,0,1,1,5000,5000,0,0,7,35,35,0,1.2,1.14286,1.0,1,2.0,2.0,0,44,7.0,2000,2000,1,0,0,0,0,0,0,0,1.0,1.0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,0,0,0,0,0,0,
15773,0,0,0,15733,0,0,0,Christmas Cannon Master Willey,NULL,0,1,1,5000,5000,0,0,7,35,35,0,1.2,1.14286,1.0,1,2.0,2.0,0,44,7.0,2000,2000,1,0,0,0,0,0,0,0,1.0,1.0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,0,0,0,0,0,0,
15774,0,0,0,15734,0,0,0,Christmas Prince Tortheldrin,NULL,0,1,1,5000,5000,0,0,7,35,35,0,1.2,1.14286,1.0,1,2.0,2.0,0,44,7.0,2000,2000,1,0,0,0,0,0,0,0,1.0,1.0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,0,0,0,0,0,2,
15775,0,0,0,15735,0,0,0,Christmas Emperor Dagran Thaurissan,NULL,0,56,56,24291,24291,0,0,3289,35,35,0,1.2,1.14286,1.0,1,96.0,127.0,0,254,7.0,2000,2000,1,0,0,0,0,0,0,0,67.0,97.0,23,7,8,0,0,0,0,0,0,0,0,0,15636,17492,0,0,0,0,0,,0,3,0,0,1,0,0,0,0,0,0,
15776,0,0,0,15736,0,0,0,Christmas Warchief Rend Blackhand,NULL,0,1,1,5000,5000,0,0,7,14,14,0,1.2,1.14286,1.0,1,2.0,2.0,0,44,7.0,2000,2000,1,0,0,0,0,0,0,0,1.0,1.0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,0,0,0,617299803,0,1,
15777,0,0,0,15737,0,0,0,Christmas War Master Voone,NULL,0,1,1,5000,5000,0,0,7,35,35,0,1.2,1.14286,1.0,1,2.0,2.0,0,44,7.0,2000,2000,1,0,0,0,0,0,0,0,1.0,1.0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,0,0,0,0,0,0,
15778,0,0,0,15791,0,0,0,Mouth Tentacle Mount Visual,NULL,0,1,1,5000,5000,0,0,7,35,35,0,1.2,1.14286,1.0,0,2.0,2.0,0,44,1.0,2000,2000,1,0,0,0,0,0,0,0,1.0,1.0,0,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,0,0,0,0,0,0,
15780,0,0,0,15744,0,0,0,Human Male Winter Reveler,NULL,0,1,1,5000,5000,0,0,7,35,35,0,1.2,1.14286,1.0,0,2.0,2.0,0,44,1.0,2000,2000,1,0,0,0,0,0,0,0,1.0,1.0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,0,0,0,0,0,0,
15781,0,0,0,15745,0,0,0,Human Female Winter Reveler,NULL,0,1,1,5000,5000,0,0,7,35,35,0,1.2,1.14286,1.0,0,2.0,2.0,0,44,1.0,2000,2000,1,0,0,0,0,0,0,0,1.0,1.0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,0,0,0,0,0,0,
15782,0,0,0,15746,0,0,0,Dwarf Male Winter Reveler,NULL,0,1,1,5000,5000,0,0,7,35,35,0,1.2,1.14286,1.0,0,2.0,2.0,0,44,1.0,2000,2000,1,0,0,0,0,0,0,0,1.0,1.0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,0,0,0,0,0,0,
15783,0,0,0,15747,0,0,0,Dwarf Female Winter Reveler,NULL,0,1,1,5000,5000,0,0,7,35,35,0,1.2,1.14286,1.0,0,2.0,2.0,0,44,1.0,2000,2000,1,0,0,0,0,0,0,0,1.0,1.0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,0,0,0,0,0,0,
15784,0,0,0,15748,0,0,0,Night Elf Female Winter Reveler,NULL,0,1,1,5000,5000,0,0,7,35,35,0,1.2,1.14286,1.0,0,2.0,2.0,0,44,1.0,2000,2000,1,0,0,0,0,0,0,0,1.0,1.0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,0,0,0,0,0,0,
15785,0,0,0,15749,0,0,0,Troll Female Winter Reveler,NULL,0,1,1,5000,5000,0,0,7,35,35,0,1.2,1.14286,1.0,0,2.0,2.0,0,44,1.0,2000,2000,1,0,0,0,0,0,0,0,1.0,1.0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,0,0,0,0,0,0,
15786,0,0,0,15751,0,0,0,Orc Female Winter Reveler,NULL,0,1,1,5000,5000,0,0,7,35,35,0,1.2,1.14286,1.0,0,2.0,2.0,0,44,1.0,2000,2000,1,0,0,0,0,0,0,0,1.0,1.0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,0,0,0,0,0,0,
15787,0,0,0,15752,0,0,0,Goblin Female Winter Reveler,NULL,0,1,1,5000,5000,0,0,7,35,35,0,1.2,1.14286,1.0,0,2.0,2.0,0,44,1.0,2000,2000,1,0,0,0,0,0,0,0,1.0,1.0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,0,0,0,0,0,0,
